age,gender,occupation,past_attendance,social_media_followers,interest_in_music,interest_in_art,interest_in_technology,distance_from_venue,has_plus_one,invited
28,Female,Accountant,False,604919,True,True,False,2.13,True,True
45,Male,Doctor,False,905148,True,True,True,29.88,False,False
44,Female,Teacher,True,30695,False,False,False,67.29,False,False
67,Male,Nurse,True,663058,False,False,True,94.12,False,False
38,Male,Sales,False,315627,False,True,True,10.5,False,False
57,Male,Accountant,True,846671,False,True,True,38.07,False,False
42,Male,Technician,False,684680,False,True,False,63.59,False,False
23,Male,Musician,False,980441,False,False,False,63.19,False,True
22,Female,Doctor,False,349414,False,False,True,78.16,False,False
44,Female,Technician,True,746599,True,False,False,30.27,True,False
59,Female,Accountant,True,88743,False,True,False,58.67,True,True
67,Male,Developer,True,687593,True,False,True,16.78,False,True
59,Female,Doctor,False,9687,False,False,False,37.89,False,False
20,Male,Accountant,False,506228,True,True,True,10.24,True,True
46,Male,Accountant,False,824524,True,True,True,15.15,True,False
33,Male,Optician,False,797616,False,False,False,14.82,False,False
51,Male,Nurse,True,565321,True,False,False,5.0,True,False
60,Female,Musician,False,510714,False,True,True,51.36,True,True
59,Female,Musician,False,49453,True,True,True,54.62,True,False
29,Male,Developer,True,791268,False,False,False,51.87,True,False
61,Female,Optician,False,440763,False,True,True,75.28,False,True
62,Female,Accountant,True,949082,True,False,True,31.29,True,False
28,Female,Musician,False,811207,False,True,False,6.32,True,True
42,Male,Developer,False,587210,False,True,True,94.12,True,False
25,Female,Developer,False,99346,False,True,True,63.43,True,False
49,Female,Sales,True,175846,True,False,False,25.08,False,True
58,Female,Optician,True,84292,False,True,False,9.78,False,False
47,Female,Teacher,True,853198,True,False,True,81.64,False,False
65,Female,Musician,True,636503,True,True,False,91.58,False,True
54,Male,Developer,False,273423,False,True,True,21.81,False,True
20,Male,Nurse,False,94666,True,True,False,42.47,True,True
55,Female,Teacher,False,145069,False,True,True,85.75,False,False
68,Female,Artist,False,398838,True,False,False,71.73,True,True
67,Female,Developer,True,883434,True,True,False,99.83,False,False
26,Male,Developer,True,303331,False,True,True,38.73,True,True
68,Female,Teacher,True,906839,True,False,True,85.08,True,True
34,Male,Accountant,True,779696,True,False,False,99.3,True,True
51,Female,Teacher,True,461976,True,True,False,41.86,True,False
38,Male,Teacher,True,136358,False,True,True,78.25,False,False
65,Female,Artist,False,992561,True,False,True,72.28,False,True
62,Male,Doctor,False,633369,True,False,False,2.6,True,True
46,Male,Accountant,False,137566,False,True,False,60.84,False,False
37,Female,Technician,True,528258,True,False,True,1.9,True,True
60,Female,Artist,False,599153,True,True,True,31.89,False,True
56,Female,Sales,True,706267,True,True,True,76.6,False,True
22,Male,Optician,True,764667,True,False,True,97.02,True,False
18,Male,Accountant,False,948240,True,True,True,79.48,False,False
31,Male,Accountant,True,344705,False,False,True,86.63,True,False
37,Male,Sales,False,360694,True,False,False,62.89,True,True
57,Male,Accountant,False,603663,True,True,True,37.55,True,False
65,Male,Developer,False,954116,False,False,False,92.79,True,False
33,Male,Artist,False,477353,False,False,True,83.97,True,False
67,Female,Accountant,True,742504,True,False,False,16.68,True,False
25,Female,Technician,True,576439,True,False,False,59.64,True,False
33,Female,Doctor,True,183076,True,False,True,99.76,True,True
61,Male,Developer,False,427136,False,False,False,30.53,False,False
20,Female,Artist,True,886346,False,False,False,59.97,True,True
41,Male,Optician,True,975701,True,False,False,3.04,False,True
62,Male,Doctor,False,546861,True,True,True,64.8,False,False
34,Male,Musician,True,544344,True,True,False,42.31,False,True
34,Male,Developer,True,774815,False,True,True,17.28,True,False
44,Male,Artist,False,249381,True,True,True,82.81,True,False
65,Female,Sales,False,475833,False,False,False,41.07,False,True
23,Female,Technician,False,870381,False,False,False,76.53,False,False
41,Male,Developer,True,188978,False,False,False,62.88,False,False
48,Female,Artist,False,523589,False,True,True,42.2,False,False
23,Male,Optician,False,902171,False,True,True,34.12,True,True
20,Female,Artist,True,933563,True,False,True,34.67,False,True
35,Male,Developer,False,107735,False,False,True,22.7,True,True
21,Female,Artist,True,822195,False,False,False,10.72,True,False
49,Female,Teacher,False,735209,False,False,True,64.68,False,True
69,Female,Developer,False,430700,True,False,False,80.72,True,False
39,Female,Engineer,True,876515,True,True,True,3.33,True,False
60,Male,Engineer,False,156252,False,False,True,27.31,False,False
19,Female,Sales,False,166236,False,False,False,59.55,True,False
28,Male,Musician,True,505617,True,True,True,96.82,True,True
48,Female,Engineer,False,566869,False,True,True,15.38,False,False
33,Female,Developer,False,22779,True,False,True,75.14,False,True
45,Female,Artist,True,293498,True,False,True,14.24,False,True
23,Male,Artist,False,817738,True,False,True,56.41,True,False
62,Female,Sales,False,981272,True,False,False,57.81,True,True
35,Male,Accountant,False,317261,False,False,False,58.75,True,True
62,Male,Engineer,False,845924,True,False,True,21.6,False,True
33,Male,Artist,False,985839,False,True,True,79.62,True,False
63,Male,Technician,False,315912,False,False,True,9.66,True,True
47,Female,Teacher,False,445256,True,True,True,72.31,False,False
21,Male,Artist,True,581601,True,False,True,41.7,False,True
33,Male,Optician,False,826708,False,True,False,49.05,True,True
57,Female,Sales,False,450607,False,True,False,91.05,True,False
39,Male,Teacher,False,897026,True,True,True,31.16,True,False
58,Female,Nurse,False,988132,True,True,True,80.12,False,True
43,Male,Engineer,True,879727,False,True,False,20.09,False,False
48,Female,Doctor,False,919318,False,False,False,16.48,True,True
59,Male,Artist,False,785233,False,True,False,44.23,True,True
46,Female,Accountant,False,548640,True,False,False,78.52,True,False
52,Male,Teacher,False,303526,True,True,True,79.41,False,False
34,Male,Nurse,True,48809,True,True,False,66.7,False,True
25,Male,Artist,False,895438,False,True,False,16.54,True,True
38,Male,Artist,True,213514,True,True,False,80.81,True,True
24,Male,Technician,True,907178,True,True,False,3.6,False,True
69,Male,Technician,False,403899,False,True,False,5.93,True,False
30,Male,Musician,True,359234,True,True,True,0.98,False,False
22,Male,Accountant,True,128760,False,True,False,63.55,True,False
55,Female,Teacher,True,844867,True,True,False,49.48,False,True
45,Male,Technician,True,513089,True,False,True,57.4,False,False
39,Female,Doctor,True,469172,False,True,False,7.58,False,False
48,Female,Teacher,False,460784,False,False,True,35.36,True,True
30,Male,Teacher,False,43201,False,True,False,58.59,True,False
63,Male,Artist,True,863994,True,False,False,69.49,True,True
23,Female,Teacher,True,610605,True,False,False,78.11,False,False
63,Female,Teacher,False,707820,True,True,False,84.53,False,True
27,Female,Artist,True,194188,False,True,True,51.02,True,False
43,Male,Doctor,False,881304,True,True,False,50.39,True,False
20,Female,Musician,False,592667,False,True,False,45.27,False,False
19,Female,Optician,False,205027,False,False,True,49.73,True,True
30,Male,Accountant,False,249592,True,True,True,43.63,True,False
36,Male,Technician,True,332915,True,True,True,12.64,True,False
20,Male,Developer,True,589977,False,False,False,82.48,True,False
42,Male,Accountant,False,882899,True,True,True,76.63,True,True
25,Female,Accountant,True,794345,False,True,False,11.77,False,True
49,Male,Developer,False,53153,True,True,False,66.71,True,False
62,Female,Engineer,False,661839,True,False,True,22.92,True,False
64,Female,Technician,False,222443,True,True,False,12.77,False,False
61,Male,Artist,False,735732,False,False,True,46.79,True,False
65,Male,Artist,False,16351,False,True,True,27.32,False,False
34,Male,Engineer,True,471650,True,False,True,57.6,True,False
35,Male,Musician,False,697628,True,True,False,12.23,True,True
53,Male,Doctor,True,37822,True,False,True,18.3,True,True
44,Female,Accountant,True,365849,True,False,False,95.34,False,True
23,Female,Artist,False,150800,False,True,False,88.11,True,True
27,Female,Optician,True,708432,True,False,True,46.28,False,False
53,Male,Musician,False,102265,False,False,False,91.71,False,False
51,Female,Engineer,True,12004,True,True,False,35.31,False,True
26,Male,Accountant,False,290560,False,True,False,36.12,False,False
35,Male,Developer,False,8738,False,False,False,18.17,True,True
68,Female,Accountant,True,887448,True,False,False,8.61,False,True
18,Female,Technician,False,408391,True,False,True,98.61,False,True
51,Male,Nurse,True,390872,True,False,False,75.14,True,False
44,Female,Technician,True,818943,True,False,False,62.64,False,False
63,Male,Nurse,False,630216,False,True,True,80.19,False,True
70,Male,Technician,True,980555,False,True,True,44.1,True,True
22,Male,Doctor,True,322055,False,False,True,14.5,False,True
60,Male,Engineer,True,328147,False,True,False,42.0,True,True
36,Female,Engineer,True,968122,True,True,True,1.58,True,False
31,Male,Musician,False,630526,False,False,True,60.82,True,False
54,Male,Artist,True,126414,False,False,False,61.45,True,True
60,Male,Doctor,False,818704,True,True,True,7.68,False,True
34,Male,Artist,True,656360,False,True,True,60.87,False,True
28,Female,Technician,True,16993,False,False,False,55.85,False,False
66,Female,Optician,True,276107,False,True,False,18.11,True,True
51,Female,Accountant,False,469723,True,True,False,20.5,False,False
24,Female,Nurse,True,471282,False,False,True,79.5,False,True
21,Female,Teacher,False,463721,True,True,True,1.1,True,False
45,Female,Artist,False,157359,False,False,False,56.16,True,True
48,Female,Artist,False,609542,False,False,False,9.09,True,True
69,Male,Developer,False,622095,True,False,True,96.74,False,True
26,Female,Artist,False,447634,True,False,True,15.15,True,True
33,Female,Developer,True,415522,True,False,True,16.04,False,False
58,Male,Optician,True,352312,False,True,True,51.06,True,True
49,Female,Sales,True,817393,False,False,True,76.19,True,True
32,Male,Teacher,False,903877,True,True,True,60.07,False,True
23,Female,Optician,True,310864,False,True,False,44.04,False,True
67,Female,Developer,True,973943,False,False,True,74.38,True,False
46,Male,Musician,False,422109,False,False,False,18.09,False,False
28,Female,Optician,True,106326,False,False,True,64.29,False,False
39,Female,Developer,True,25639,False,True,False,41.33,False,False
22,Female,Nurse,False,381458,False,False,False,47.55,True,False
26,Female,Doctor,True,370601,False,False,False,44.23,False,False
22,Male,Developer,False,856199,False,False,True,19.69,False,False
32,Male,Engineer,True,839030,True,False,True,52.28,True,False
26,Female,Technician,False,18910,True,False,True,32.4,False,True
50,Male,Musician,False,835851,True,True,True,59.37,False,False
63,Male,Developer,True,911662,False,True,False,61.26,False,True
35,Female,Artist,True,510347,False,False,True,0.44,True,True
37,Male,Developer,False,956205,True,True,True,81.13,False,True
45,Female,Doctor,False,692002,True,False,False,32.21,True,False
22,Female,Developer,False,824192,True,True,False,92.84,False,False
47,Male,Doctor,False,73647,True,False,True,54.09,True,True
31,Female,Doctor,True,597644,False,False,False,42.74,False,False
39,Male,Engineer,False,50285,False,False,True,75.44,True,True
45,Male,Technician,False,132628,True,False,False,56.44,True,False
59,Female,Engineer,True,528166,False,True,True,79.35,False,True
59,Female,Teacher,True,523057,True,False,True,39.09,False,False
64,Male,Technician,False,306680,True,False,False,37.55,True,False
24,Female,Musician,True,384052,True,True,False,90.36,True,False
20,Male,Developer,True,55536,True,False,False,87.42,False,True
33,Male,Engineer,True,785440,False,True,True,12.23,True,False
58,Female,Sales,True,38506,True,True,False,20.26,True,False
30,Male,Doctor,True,601570,False,True,False,73.57,True,True
64,Female,Teacher,True,974271,True,False,True,61.48,False,True
24,Male,Optician,False,232493,True,False,False,1.18,True,True
39,Male,Musician,False,401799,True,True,False,95.02,True,False
54,Male,Engineer,False,483819,True,True,True,43.24,True,True
49,Male,Artist,False,867142,True,False,False,64.07,True,True
42,Male,Optician,False,162691,False,True,False,84.41,True,False
61,Female,Accountant,False,167280,False,True,True,56.75,True,True
41,Female,Sales,False,24668,False,True,True,76.18,False,False
41,Male,Accountant,True,223406,True,True,False,16.87,True,True
28,Male,Sales,True,245416,False,False,True,97.2,True,False
60,Female,Optician,False,218595,True,True,True,40.42,False,False
57,Male,Engineer,True,113183,False,False,True,36.17,False,True
68,Female,Teacher,False,776353,False,False,False,43.46,True,False
64,Male,Optician,False,703664,True,True,False,86.11,False,False
30,Male,Technician,True,181411,False,False,False,6.03,False,False
44,Female,Musician,True,300944,True,True,False,83.45,True,True
46,Male,Accountant,True,489927,True,False,False,14.55,False,True
33,Female,Teacher,False,219564,True,False,True,14.38,False,True
22,Male,Musician,False,719819,True,True,False,23.22,True,False
65,Male,Musician,False,742793,True,False,True,78.56,True,False
29,Male,Nurse,True,396401,False,False,True,18.33,True,False
39,Female,Doctor,False,752831,False,True,False,19.9,True,False
40,Male,Doctor,False,789999,False,False,False,68.67,False,True
60,Female,Accountant,True,259541,True,True,True,93.28,True,True
57,Female,Teacher,False,450711,True,True,True,99.93,True,False
18,Female,Musician,False,773543,True,False,False,56.87,True,True
42,Male,Accountant,True,717720,True,False,False,70.4,False,False
69,Male,Musician,True,33568,False,False,True,8.57,False,True
34,Female,Artist,True,284638,False,True,False,17.8,True,True
23,Female,Teacher,False,758176,False,True,True,81.94,False,False
49,Female,Accountant,True,138338,False,False,False,75.53,True,True
50,Male,Artist,True,366010,True,False,False,61.8,False,True
19,Female,Doctor,False,967444,True,False,True,80.09,False,True
63,Male,Developer,True,820053,True,False,True,82.26,True,False
19,Female,Teacher,True,668402,True,False,False,51.3,True,False
57,Female,Optician,False,179087,False,False,False,93.75,True,False
53,Male,Developer,False,916823,True,False,True,90.0,False,False
47,Male,Nurse,True,588693,False,False,False,50.91,False,False
64,Male,Technician,True,381114,False,True,False,14.04,True,False
23,Female,Technician,True,325183,False,True,True,74.36,True,True
38,Male,Accountant,True,457897,False,True,False,55.46,True,False
36,Male,Musician,False,828535,False,False,True,60.38,True,True
51,Male,Engineer,True,317701,False,False,True,9.9,True,True
32,Male,Nurse,False,364363,True,False,False,43.37,True,False
40,Female,Accountant,False,931107,False,False,False,41.71,True,True
19,Male,Developer,True,746547,False,False,True,32.21,False,True
65,Female,Musician,False,275744,False,False,True,5.64,False,True
66,Male,Accountant,False,527408,False,True,False,51.15,True,True
38,Male,Technician,False,549601,True,True,False,56.12,True,False
39,Male,Engineer,True,598507,False,True,False,5.37,True,True
41,Female,Sales,True,706739,False,True,True,22.88,False,True
41,Male,Doctor,False,750880,False,True,False,98.14,True,True
36,Male,Artist,True,790393,False,True,True,35.84,True,True
70,Male,Optician,True,4610,True,True,True,12.7,False,True
44,Male,Teacher,False,780890,False,False,True,31.39,False,False
26,Female,Musician,True,765438,True,True,False,17.32,False,True
33,Female,Musician,True,476330,False,True,True,9.68,False,True
69,Male,Teacher,True,962773,False,True,True,42.09,True,True
55,Female,Sales,True,245432,False,True,False,93.56,False,False
44,Male,Engineer,True,167831,False,True,False,86.58,True,True
23,Female,Engineer,False,536716,False,False,True,5.89,True,False
38,Female,Nurse,True,765678,False,False,True,38.05,True,True
20,Female,Artist,True,475794,True,False,False,28.45,False,True
25,Female,Optician,False,456249,False,True,False,17.57,True,False
35,Male,Sales,True,511598,True,False,True,6.16,False,False
59,Male,Optician,True,613826,True,True,False,18.52,True,True
44,Male,Accountant,True,343629,False,True,True,79.9,True,False
62,Male,Doctor,True,189515,True,True,True,30.25,True,True
53,Male,Musician,True,982019,False,True,False,73.26,False,False
46,Female,Optician,True,816916,False,False,True,56.02,False,True
70,Male,Doctor,True,436359,False,True,True,5.38,False,True
33,Male,Technician,True,670158,True,False,True,26.55,True,False
63,Female,Engineer,False,443735,False,False,False,46.9,False,True
50,Male,Doctor,False,556341,True,False,False,17.53,False,True
59,Female,Teacher,True,612887,True,True,False,19.63,True,False
68,Female,Accountant,True,873580,False,True,True,59.56,False,False
67,Male,Engineer,True,67017,True,True,False,49.14,True,True
70,Female,Accountant,False,165046,False,False,True,15.41,False,True
53,Female,Technician,True,355133,False,False,True,46.81,True,True
24,Male,Engineer,False,536148,True,True,True,53.64,False,False
63,Female,Teacher,True,867109,False,False,True,14.74,True,True
41,Female,Doctor,False,139597,False,True,False,17.62,False,True
26,Male,Technician,True,103555,True,True,True,35.12,False,False
20,Male,Musician,True,173000,True,True,False,7.91,True,False
67,Male,Accountant,True,365821,False,True,False,78.32,False,True
23,Male,Doctor,True,903648,False,False,True,52.88,False,False
46,Female,Accountant,True,808763,True,False,True,92.96,True,True
44,Female,Musician,True,998533,False,False,False,18.29,True,False
65,Female,Nurse,True,418674,False,False,True,53.3,True,True
52,Male,Nurse,False,744049,False,False,False,79.09,True,False
67,Male,Accountant,False,760987,True,False,False,86.49,False,True
30,Male,Developer,False,397828,True,True,True,90.36,True,False
44,Male,Teacher,True,26286,False,False,False,25.49,True,True
25,Male,Engineer,False,327071,False,False,False,20.55,False,True
67,Female,Accountant,True,736773,False,False,False,32.29,False,True
64,Male,Musician,False,556479,True,False,True,64.18,False,False
36,Female,Technician,False,118264,True,True,True,41.56,True,False
56,Female,Nurse,False,486034,False,False,False,61.23,True,True
55,Female,Technician,True,329524,True,True,True,11.91,True,True
23,Female,Teacher,True,530440,False,True,True,57.1,False,True
60,Male,Musician,True,423327,True,True,False,58.23,True,True
32,Female,Nurse,True,602131,True,True,True,53.16,True,True
67,Female,Nurse,False,45541,False,True,True,95.13,False,False
38,Male,Engineer,False,485260,False,True,True,9.11,False,False
21,Male,Engineer,False,687745,False,True,False,79.21,True,True
50,Female,Sales,True,304091,False,False,True,49.33,False,True
67,Male,Developer,True,828492,True,True,False,16.09,False,False
52,Male,Sales,False,337357,True,True,False,26.86,False,True
25,Female,Nurse,True,308943,False,False,False,30.91,True,True
67,Female,Artist,True,635845,False,False,True,58.76,False,True
32,Female,Nurse,False,313315,False,True,True,16.61,False,False
38,Male,Developer,False,999911,True,False,False,71.32,False,False
70,Female,Optician,True,127693,False,True,True,35.02,True,False
29,Male,Accountant,False,352235,True,False,False,38.0,False,False
40,Male,Musician,True,194647,True,True,False,20.96,False,False
19,Male,Developer,True,706875,False,False,False,73.23,False,False
65,Male,Developer,True,560632,False,True,False,36.96,False,False
56,Male,Teacher,False,957736,False,False,True,89.0,False,True
37,Male,Artist,True,399068,False,True,False,79.45,True,False
53,Female,Sales,False,579007,False,False,False,36.49,False,True
30,Female,Optician,False,294494,False,True,True,8.72,False,False
47,Male,Optician,True,567508,False,True,True,64.52,True,True
19,Female,Artist,True,339860,False,False,False,38.25,False,True
70,Female,Nurse,True,11760,True,True,True,21.22,True,True
47,Male,Sales,True,155502,False,True,True,91.32,False,True
52,Female,Nurse,False,969147,False,False,False,77.96,True,True
65,Male,Optician,True,715717,False,False,True,47.36,True,True
34,Female,Accountant,False,478947,False,True,True,73.86,True,False
42,Female,Engineer,False,873148,True,True,False,19.51,True,False
34,Female,Artist,False,648373,True,True,True,27.2,False,False
56,Female,Engineer,False,878301,False,False,True,58.93,False,False
51,Female,Accountant,True,877745,True,False,True,79.62,False,False
48,Male,Teacher,False,271194,False,False,False,39.89,True,False
22,Female,Developer,True,604599,True,True,False,96.25,True,False
67,Male,Technician,False,218705,True,True,False,79.88,True,True
49,Female,Developer,True,728394,False,False,False,19.0,False,True
56,Male,Developer,False,703253,True,True,False,17.57,False,False
63,Male,Engineer,True,369167,True,False,True,7.4,True,False
65,Female,Accountant,False,225884,False,True,False,67.22,False,False
25,Male,Teacher,True,612706,True,False,False,15.15,False,True
48,Female,Accountant,False,132646,True,True,True,58.64,True,True
38,Female,Doctor,True,556327,True,False,False,11.09,False,True
60,Female,Engineer,False,234274,True,True,False,58.02,False,False
23,Male,Technician,False,521715,False,True,False,92.97,False,False
46,Male,Sales,True,780763,True,True,True,52.71,False,True
19,Male,Nurse,True,127397,False,False,False,56.13,False,False
63,Male,Sales,False,492443,False,False,False,91.78,False,False
55,Female,Optician,True,589354,True,True,False,77.55,True,False
41,Male,Musician,False,530106,True,False,True,81.0,True,True
63,Female,Teacher,True,285781,False,False,True,15.09,True,False
60,Male,Developer,True,456234,False,False,True,79.23,False,True
52,Male,Accountant,True,66828,True,True,False,56.35,True,True
43,Female,Accountant,False,543013,False,False,False,1.21,False,False
37,Female,Teacher,False,465379,True,True,False,11.08,False,False
59,Male,Engineer,True,239803,True,True,False,64.48,False,True
36,Female,Accountant,True,623965,True,False,True,78.26,False,True
45,Female,Teacher,True,211523,True,True,False,84.13,False,False
23,Female,Musician,True,160415,False,True,True,35.01,True,False
69,Female,Doctor,False,846899,False,True,False,83.18,False,False
36,Male,Doctor,True,76238,False,False,True,97.01,True,True
26,Female,Engineer,True,924544,True,True,True,95.07,True,True
38,Male,Musician,False,849847,False,False,False,74.32,True,False
68,Female,Accountant,False,972830,True,False,False,74.36,True,False
55,Female,Doctor,False,206222,False,False,False,79.22,False,False
25,Female,Artist,False,60066,False,True,True,79.35,False,True
44,Male,Doctor,True,931228,True,True,False,81.51,False,False
18,Male,Developer,False,379608,False,True,False,10.24,True,True
70,Male,Technician,False,731379,True,True,True,85.75,False,False
66,Male,Sales,False,91999,True,False,False,16.37,True,False
34,Male,Accountant,False,692118,False,True,False,36.24,False,True
36,Female,Optician,True,116818,False,False,False,86.01,False,False
61,Male,Teacher,False,251473,True,True,True,42.53,True,True
69,Male,Engineer,True,293291,False,False,False,45.88,False,False
33,Female,Doctor,True,629019,False,False,False,14.35,False,True
23,Male,Sales,True,655588,False,True,True,73.9,True,True
42,Male,Optician,True,173614,True,False,True,82.39,True,False
69,Male,Musician,False,16598,False,True,True,21.05,False,True
70,Male,Musician,True,454528,True,False,False,98.47,False,True
65,Male,Musician,True,299189,True,False,True,11.79,True,False
37,Male,Sales,False,923067,True,False,True,3.04,True,True
64,Male,Developer,True,649877,False,False,False,55.97,True,False
49,Male,Engineer,True,150771,True,True,True,96.38,True,False
38,Male,Teacher,True,642489,False,True,False,13.47,False,False
51,Male,Artist,False,868599,True,False,True,68.61,True,False
69,Male,Doctor,False,522486,False,False,True,32.11,True,False
52,Female,Nurse,False,963107,False,True,True,96.66,False,False
30,Female,Accountant,False,417426,False,False,True,85.68,False,False
33,Female,Teacher,True,661958,False,False,False,87.33,False,False
34,Male,Teacher,True,484910,True,True,False,45.91,False,False
49,Female,Doctor,True,274523,True,True,False,9.61,True,False
64,Female,Accountant,True,490335,False,False,False,55.3,False,False
47,Female,Doctor,False,67026,False,True,True,66.66,False,False
49,Female,Accountant,True,932508,False,True,True,47.8,False,False
70,Female,Nurse,False,382654,False,True,False,99.56,False,False
62,Male,Doctor,True,90563,True,True,False,40.99,True,True
51,Male,Teacher,True,860827,False,True,True,13.05,True,False
68,Male,Doctor,False,213498,False,False,False,17.99,False,False
52,Male,Sales,False,194530,True,True,False,65.66,True,True
55,Female,Nurse,True,460165,True,False,False,82.07,True,False
50,Female,Doctor,False,58927,False,True,True,37.85,False,True
48,Male,Nurse,False,694641,False,False,True,34.77,False,False
63,Female,Teacher,False,376798,False,True,True,13.72,True,True
43,Male,Optician,True,526573,False,True,True,50.73,True,True
57,Male,Teacher,True,645673,True,True,True,80.1,True,True
29,Male,Sales,True,497985,False,False,False,16.06,False,True
56,Female,Engineer,False,687927,False,True,True,25.59,False,True
21,Female,Engineer,True,497214,False,False,True,45.21,False,True
64,Male,Artist,True,170668,True,True,False,48.22,False,False
35,Male,Accountant,False,752742,False,True,False,43.79,False,True
37,Male,Accountant,False,173708,False,False,False,67.87,True,False
68,Male,Musician,False,624723,False,True,False,40.57,False,False
26,Male,Doctor,False,993021,True,True,False,12.03,True,False
64,Female,Optician,True,687217,True,True,False,21.4,False,True
24,Male,Artist,False,229960,True,True,False,75.83,True,True
38,Male,Developer,False,763135,True,True,False,32.3,False,False
38,Male,Engineer,False,947769,False,True,False,30.58,True,True
48,Male,Engineer,False,442799,False,False,True,86.19,True,False
42,Female,Optician,True,62707,True,False,False,21.12,False,False
22,Female,Engineer,False,274399,True,False,False,89.17,True,True
34,Female,Engineer,True,602421,False,True,False,58.28,True,True
55,Male,Musician,False,68840,True,True,False,15.37,False,False
63,Female,Nurse,False,145688,True,True,False,45.85,True,True
41,Male,Musician,True,915016,True,True,False,28.6,False,False
62,Female,Developer,True,636391,False,True,True,22.9,False,False
40,Male,Sales,True,529626,True,False,True,8.03,True,True
52,Female,Teacher,False,538856,True,True,True,50.95,False,False
46,Male,Engineer,True,557334,False,True,False,72.35,False,False
23,Female,Developer,False,813826,False,False,True,7.12,True,False
57,Female,Developer,False,785874,False,False,False,1.47,False,False
62,Male,Optician,True,886029,False,False,False,40.25,True,False
52,Male,Engineer,False,300023,False,True,False,75.56,True,False
25,Male,Sales,True,718942,False,True,True,6.11,False,False
64,Male,Sales,False,154919,True,True,True,23.61,True,True
45,Female,Doctor,False,213517,False,True,True,9.64,True,True
67,Male,Technician,True,169671,False,False,False,6.84,False,False
44,Female,Artist,True,459495,False,True,True,13.52,True,False
70,Female,Accountant,False,12983,True,True,False,61.08,True,False
26,Male,Developer,True,204030,True,False,False,20.12,True,False
52,Male,Doctor,False,147158,False,False,False,84.34,True,False
40,Male,Engineer,False,87782,False,True,True,29.6,True,False
38,Female,Technician,True,774521,True,True,True,37.15,True,False
56,Male,Engineer,True,665248,False,True,True,63.4,False,False
39,Female,Sales,True,251034,False,True,False,51.43,True,True
54,Male,Nurse,False,802897,True,True,True,45.32,True,False
66,Female,Optician,True,698301,True,False,False,46.17,False,True
35,Female,Teacher,True,423176,False,True,True,35.82,True,True
62,Female,Sales,True,593703,True,False,False,77.6,False,False
53,Male,Accountant,True,21754,True,False,True,67.41,False,False
26,Female,Musician,False,734523,True,False,True,31.79,True,True
49,Male,Nurse,False,578212,True,True,True,91.96,False,True
27,Female,Optician,False,280437,True,True,True,91.25,True,False
26,Female,Musician,False,905610,True,True,True,47.51,False,True
68,Female,Musician,True,834053,True,False,False,34.91,True,True
27,Female,Developer,True,493883,True,False,True,10.01,False,True
63,Male,Engineer,True,605237,True,False,True,29.32,False,True
23,Female,Musician,True,485137,True,False,False,49.69,True,False
25,Male,Sales,False,210105,True,True,True,19.14,True,True
57,Female,Musician,False,157916,False,True,True,61.62,True,True
51,Male,Accountant,True,311880,False,True,True,59.4,True,True
32,Male,Optician,False,47192,True,False,True,65.93,False,False
62,Female,Optician,True,957635,True,False,True,51.62,True,False
20,Female,Artist,True,733826,True,False,False,89.2,True,True
46,Male,Nurse,False,969564,True,True,False,25.62,False,False
49,Female,Technician,False,364325,False,False,True,99.59,True,True
20,Male,Engineer,False,973942,False,False,True,40.75,True,False
32,Male,Teacher,False,700382,True,True,True,23.8,False,False
44,Male,Musician,False,418643,False,True,True,98.36,True,True
64,Male,Accountant,False,37626,False,True,True,90.68,True,True
18,Male,Accountant,True,927009,True,True,True,68.52,False,False
52,Female,Developer,False,619719,True,True,False,6.49,False,True
19,Male,Engineer,True,438986,True,False,False,57.05,True,False
18,Male,Teacher,False,531945,False,False,True,9.66,False,True
59,Female,Engineer,True,592695,True,True,True,93.28,True,False
26,Male,Engineer,False,365475,True,False,True,98.8,True,False
23,Female,Technician,True,252003,True,False,True,19.6,False,False
19,Male,Engineer,True,917286,False,False,True,29.6,True,False
40,Female,Doctor,True,77363,True,True,False,69.66,True,True
44,Female,Musician,False,319118,False,False,True,41.93,True,False
61,Male,Engineer,True,978291,True,True,False,61.87,False,False
60,Male,Optician,False,362824,False,False,True,59.4,True,True
48,Female,Artist,False,553276,False,True,True,68.93,True,True
46,Female,Musician,False,520088,False,True,True,7.7,False,True
18,Female,Sales,False,721567,True,True,False,47.04,False,True
56,Female,Teacher,True,111871,False,False,True,63.41,False,False
66,Male,Technician,True,921038,False,True,True,63.0,False,False
55,Male,Sales,False,290488,False,False,False,3.38,True,False
53,Male,Engineer,True,708132,True,True,True,66.05,False,False
48,Female,Sales,True,63534,True,True,True,88.12,False,True
22,Female,Teacher,True,744529,True,False,True,95.12,True,True
40,Female,Accountant,False,985747,False,False,False,95.07,True,True
52,Female,Developer,True,326509,True,False,False,12.56,False,False
46,Male,Teacher,True,431302,True,True,False,15.78,True,True
62,Female,Accountant,False,111839,True,True,False,38.35,False,False
26,Female,Sales,True,727906,True,False,False,67.31,True,True
30,Female,Sales,False,863046,True,True,False,60.08,False,False
23,Male,Sales,True,100613,False,False,False,34.66,True,False
45,Female,Engineer,False,232008,True,False,True,87.16,False,False
42,Female,Doctor,False,836485,False,True,True,82.22,True,True
65,Male,Musician,True,292927,True,True,False,50.73,False,False
44,Female,Artist,False,345573,False,True,True,56.3,True,True
